date,platform,campaign_name,impressions,clicks,cost,conversions,revenue
2023-11-30,Facebook Ads,Spring Sale,37036,271,357.01,23,1487.34
2023-11-23,Google Ads,Spring Sale,42076,1439,3833.75,68,7970.03
2023-07-13,Google Ads,Retargeting,13568,208,162.22,10,1488.25
2023-09-16,Facebook Ads,Spring Sale,43975,1036,1415.22,29,4254.83
2023-07-26,LinkedIn Ads,Retargeting,35053,883,1854.29,23,2680.48
2023-06-01,Facebook Ads,Retargeting,49362,1295,2521.77,69,8994.51
2023-12-31,LinkedIn Ads,New Product Launch,10596,336,802.64,32,2147.01
2023-09-07,LinkedIn Ads,Spring Sale,4345,79,81.37,3,400.53
2024-01-01,TikTok Ads,Brand Awareness,12421,436,336.67,25,1853.86
2023-07-02,LinkedIn Ads,Spring Sale,14696,247,648.48,24,2954.35
2023-12-21,Facebook Ads,Retargeting,11112,124,116.34,6,454.67
2023-11-02,TikTok Ads,Retargeting,25852,445,894.19,9,509.09
2023-06-28,Google Ads,New Product Launch,47575,1522,2829.42,35,2064.35
2023-12-05,TikTok Ads,Brand Awareness,6433,215,258.46,12,720.45
2023-12-13,TikTok Ads,New Product Launch,15238,599,416.25,32,4636.54
2023-05-06,Facebook Ads,New Product Launch,14820,485,340.33,28,2027.56
2023-09-02,Facebook Ads,Retargeting,33647,1299,763.31,73,7560.92
2023-03-16,LinkedIn Ads,Brand Awareness,28502,784,1935.23,55,4253.0
2023-04-22,TikTok Ads,Brand Awareness,28917,632,1188.22,53,4863.87
2023-09-08,TikTok Ads,Brand Awareness,41504,613,1506.39,26,3098.84
2023-07-29,TikTok Ads,Retargeting,31990,622,1849.46,21,1113.16
2023-12-11,TikTok Ads,New Product Launch,30430,850,602.77,42,3803.65
2023-04-01,LinkedIn Ads,Retargeting,44108,746,1780.25,73,5526.33
2023-05-19,Facebook Ads,Spring Sale,22376,411,1051.03,19,2461.12
2023-10-01,Google Ads,Brand Awareness,13464,460,674.91,13,1362.41
2023-08-10,LinkedIn Ads,New Product Launch,26224,327,783.22,29,4102.12
2023-04-10,LinkedIn Ads,Spring Sale,9764,97,155.56,5,710.55
2023-08-02,TikTok Ads,New Product Launch,49234,606,1112.97,56,6121.95
2023-02-02,LinkedIn Ads,Brand Awareness,23765,936,1751.83,78,7658.93
2023-03-17,Google Ads,Retargeting,29608,1061,995.92,54,5846.58
2023-01-31,Facebook Ads,Retargeting,41864,927,1682.19,60,3368.96
2023-05-07,Facebook Ads,Retargeting,36400,328,283.18,23,2037.53
2023-02-25,LinkedIn Ads,New Product Launch,28997,1094,1295.94,49,4791.75
2023-08-15,Facebook Ads,Spring Sale,33860,752,945.33,19,1886.35
2023-12-14,Facebook Ads,Spring Sale,46726,1255,3045.8,115,8151.08
2023-12-24,LinkedIn Ads,Retargeting,5675,72,210.86,5,313.14
2023-11-06,Google Ads,Brand Awareness,32742,931,640.42,61,5321.54
2023-03-21,TikTok Ads,Spring Sale,1164,46,83.52,1,139.43
2023-10-01,LinkedIn Ads,Spring Sale,19348,584,1664.73,45,5487.45
2023-04-02,Facebook Ads,Brand Awareness,4538,76,172.56,4,358.61
2023-07-12,Google Ads,Spring Sale,11382,181,257.73,7,858.26
2023-06-23,LinkedIn Ads,Spring Sale,49445,1288,3663.03,49,4236.73
2023-09-04,TikTok Ads,Retargeting,12137,466,1061.98,42,5745.08
2023-05-14,TikTok Ads,Spring Sale,8388,56,45.93,1,83.41
2023-09-11,Google Ads,Brand Awareness,15520,260,762.39,22,1753.7
2023-07-29,TikTok Ads,Spring Sale,7277,222,602.12,9,501.57
2023-06-25,LinkedIn Ads,New Product Launch,46570,1144,1180.22,30,3986.29
2023-06-14,TikTok Ads,Spring Sale,8246,166,274.82,9,1072.48
2023-11-17,TikTok Ads,New Product Launch,41858,573,1426.69,33,2272.37
2023-02-23,Facebook Ads,Brand Awareness,48729,1450,2183.67,62,6954.31
2023-05-28,Google Ads,Retargeting,28430,323,448.58,31,2967.66
2023-03-01,LinkedIn Ads,Brand Awareness,24883,161,98.34,4,254.54
2023-09-27,TikTok Ads,Spring Sale,9762,111,194.42,3,189.48
2023-09-14,Facebook Ads,Retargeting,39825,396,842.57,27,3258.24
2023-05-04,Facebook Ads,Brand Awareness,8544,192,299.19,8,1014.65
2023-07-12,TikTok Ads,Retargeting,14833,228,495.66,20,2057.12
2023-02-26,TikTok Ads,Spring Sale,2589,50,40.22,4,447.98
2023-03-30,TikTok Ads,New Product Launch,6183,69,53.5,5,320.49
2023-12-15,Google Ads,Retargeting,29167,165,389.9,9,506.72
2023-02-25,TikTok Ads,New Product Launch,9498,53,98.96,2,129.38
2023-01-16,LinkedIn Ads,New Product Launch,45360,1776,1073.43,103,8627.77
2023-12-01,LinkedIn Ads,Brand Awareness,34338,253,704.56,8,593.74
2023-11-06,TikTok Ads,Retargeting,35011,1399,1466.15,69,10091.59
2023-10-25,Facebook Ads,Brand Awareness,38975,812,2170.03,76,5309.16
2023-09-11,Facebook Ads,Brand Awareness,6731,265,172.99,23,1425.4
2023-03-16,Facebook Ads,Spring Sale,30770,1119,1947.8,79,4282.77
2023-11-25,Facebook Ads,Spring Sale,27034,606,1305.16,46,6866.76
2023-01-23,Facebook Ads,New Product Launch,36146,454,1240.06,27,2298.09
2023-08-01,TikTok Ads,Brand Awareness,47647,931,683.4,88,7080.97
2023-09-25,LinkedIn Ads,Spring Sale,24093,925,1742.23,24,3505.79
2023-07-26,Google Ads,New Product Launch,11363,65,173.03,4,466.83
2023-03-03,LinkedIn Ads,Spring Sale,4023,36,74.11,3,394.9
2023-05-16,TikTok Ads,New Product Launch,44801,585,1537.7,46,3170.51
2023-03-07,Facebook Ads,New Product Launch,42906,1490,4050.81,118,16258.72
2023-11-02,Facebook Ads,Retargeting,36104,1257,2333.45,59,7850.61
2023-02-04,Google Ads,New Product Launch,35478,559,349.5,38,1927.55
2023-10-06,Google Ads,Brand Awareness,27999,491,1414.22,38,3042.47
2023-09-15,TikTok Ads,Spring Sale,27885,318,433.66,31,1863.21
2023-04-15,Facebook Ads,Retargeting,28270,210,381.24,9,999.35
2023-05-07,TikTok Ads,Brand Awareness,45443,810,2272.73,61,8274.98
2023-03-10,Facebook Ads,Retargeting,16251,619,1010.05,51,4927.2
2023-09-19,Facebook Ads,New Product Launch,34644,1100,2841.77,23,1671.71
2023-04-26,Facebook Ads,Spring Sale,18431,555,546.92,26,1747.58
2023-09-21,Google Ads,Brand Awareness,12522,165,420.71,16,1079.48
2023-03-04,Facebook Ads,Brand Awareness,29497,992,2202.42,48,6597.64
2023-10-29,TikTok Ads,Brand Awareness,38916,1089,830.36,80,4521.65
2023-10-30,LinkedIn Ads,Brand Awareness,41123,969,2128.33,59,4910.98
2023-02-19,Facebook Ads,Brand Awareness,19981,483,462.5,39,5612.21
2023-07-21,Facebook Ads,New Product Launch,7120,232,239.19,22,3259.28
2023-01-22,Facebook Ads,Brand Awareness,27829,860,899.22,25,2979.77
2023-07-18,TikTok Ads,Spring Sale,16197,471,341.17,36,5037.86
2023-07-06,Google Ads,Spring Sale,34267,882,1063.96,22,1956.92
2023-03-28,Google Ads,Brand Awareness,14800,546,505.17,44,2255.07
2023-02-11,Facebook Ads,Retargeting,41966,1093,2553.83,36,3192.66
2023-07-17,TikTok Ads,New Product Launch,27257,541,1609.59,45,3457.81
2023-09-17,LinkedIn Ads,Spring Sale,8383,73,45.45,6,801.93
2023-06-10,Facebook Ads,Spring Sale,3076,103,206.82,8,563.09
2023-05-28,TikTok Ads,New Product Launch,2623,73,201.6,6,844.17
2023-08-27,Facebook Ads,New Product Launch,3563,136,355.71,12,1044.35
2023-12-20,LinkedIn Ads,Spring Sale,14659,311,255.91,12,691.88
2023-04-11,LinkedIn Ads,Brand Awareness,4905,74,66.85,1,94.56
2023-08-21,Google Ads,Retargeting,9355,227,627.31,19,1145.85
2023-01-11,LinkedIn Ads,Retargeting,30073,622,459.92,34,1955.38
2023-10-08,Facebook Ads,Brand Awareness,14474,532,1092.44,31,3788.18
2023-07-22,Google Ads,New Product Launch,45920,1632,4769.79,148,15035.07
2023-10-16,LinkedIn Ads,Brand Awareness,20452,209,603.34,18,917.94
2023-12-07,TikTok Ads,Retargeting,20101,654,561.86,46,5303.15
2023-01-06,Facebook Ads,New Product Launch,8631,173,97.77,6,719.61
2023-08-27,TikTok Ads,Brand Awareness,8589,176,109.04,17,2333.73
2023-02-12,Google Ads,Spring Sale,41786,1589,3937.07,76,11388.87
2023-03-15,TikTok Ads,Spring Sale,8034,161,366.61,10,681.8
2023-09-12,TikTok Ads,New Product Launch,5359,120,136.05,10,968.28
2023-12-21,Google Ads,Brand Awareness,26078,1025,2324.27,47,4630.49
2023-08-08,LinkedIn Ads,New Product Launch,24584,375,984.22,37,3545.58
2023-04-15,LinkedIn Ads,New Product Launch,11696,109,121.42,8,753.25
2023-06-18,LinkedIn Ads,New Product Launch,18920,605,625.55,59,6269.94
2023-03-12,Google Ads,Brand Awareness,36421,903,860.15,57,6374.64
2023-05-05,Facebook Ads,Brand Awareness,11869,100,211.2,4,482.25
2023-06-02,Google Ads,Brand Awareness,48265,1544,1909.94,64,4295.37
2023-05-06,Facebook Ads,Brand Awareness,10497,380,983.6,35,4302.51
2023-03-27,Facebook Ads,Spring Sale,19665,607,889.68,18,1995.74
2023-10-02,TikTok Ads,Brand Awareness,18099,568,1179.37,36,4789.6
2023-07-07,Facebook Ads,New Product Launch,14915,347,535.15,7,784.92
2023-12-30,TikTok Ads,Brand Awareness,6166,79,131.44,7,1002.55
2023-07-26,TikTok Ads,Spring Sale,13845,547,612.18,50,4968.89
2023-08-19,TikTok Ads,Brand Awareness,3554,74,191.4,2,295.84
2023-05-27,LinkedIn Ads,Brand Awareness,9482,52,85.07,2,124.57
2023-11-28,Facebook Ads,Retargeting,16054,506,429.61,19,2174.46
2023-08-13,TikTok Ads,New Product Launch,34729,319,493.53,23,1311.19
2023-12-17,Google Ads,Brand Awareness,28594,626,1384.06,51,4056.85
2023-10-21,TikTok Ads,Brand Awareness,5049,108,164.67,9,744.61
2023-12-31,Facebook Ads,Retargeting,11822,462,248.99,32,1742.86
2023-11-15,LinkedIn Ads,Spring Sale,7408,283,366.02,14,2095.21
2023-02-17,Google Ads,Brand Awareness,31062,932,2673.17,72,7314.19
2023-06-10,Facebook Ads,Spring Sale,42730,510,1431.44,28,1633.48
2023-11-24,LinkedIn Ads,New Product Launch,43216,1317,1908.77,27,2874.28
2023-06-22,Facebook Ads,Brand Awareness,16935,328,299.58,16,1678.48
2023-05-22,LinkedIn Ads,Spring Sale,21612,243,256.25,10,1370.65
2023-01-22,LinkedIn Ads,New Product Launch,9995,178,315.8,11,974.32
2023-03-09,LinkedIn Ads,New Product Launch,10239,302,832.33,27,3645.55
2023-09-26,Google Ads,Retargeting,38701,1394,2127.52,28,3019.87
2023-06-27,Google Ads,New Product Launch,1727,19,9.82,0,0.0
2023-12-24,Facebook Ads,Brand Awareness,26358,708,1336.8,38,3968.92
2023-06-20,Facebook Ads,New Product Launch,13486,194,165.18,8,909.52
2023-12-21,Facebook Ads,Spring Sale,49020,1278,3323.93,125,13630.4
2023-06-15,Google Ads,Spring Sale,37723,1186,806.3,82,9508.23
2023-06-04,TikTok Ads,Brand Awareness,49528,862,1402.59,35,4765.74
2023-06-30,Facebook Ads,Brand Awareness,19225,548,621.02,12,997.78
2023-10-03,TikTok Ads,Brand Awareness,40040,659,576.86,21,1082.53
2023-11-05,LinkedIn Ads,Brand Awareness,14976,363,743.19,16,1879.14
2023-03-23,Google Ads,Brand Awareness,40569,760,1448.81,24,2002.04
2023-07-25,LinkedIn Ads,Spring Sale,44695,1755,2516.55,68,6915.24
2023-01-16,LinkedIn Ads,Spring Sale,6477,233,353.97,20,2869.82
2023-01-17,TikTok Ads,Retargeting,34975,1287,2586.85,35,3495.52
2023-03-19,LinkedIn Ads,Retargeting,6841,74,112.44,6,685.91
2023-01-15,Facebook Ads,Brand Awareness,31598,459,944.89,25,2847.81
2023-01-09,Google Ads,Spring Sale,18984,525,1083.08,37,4269.05
2023-09-08,TikTok Ads,Spring Sale,33366,1248,3401.82,111,6184.21
2023-08-18,Facebook Ads,New Product Launch,47904,660,1089.07,27,3784.14
2023-03-13,TikTok Ads,New Product Launch,6215,76,39.91,6,838.21
2023-11-10,LinkedIn Ads,New Product Launch,1906,21,33.94,1,90.45
2023-06-08,Facebook Ads,Spring Sale,43954,696,658.18,14,1905.01
2023-10-14,Facebook Ads,New Product Launch,16854,317,372.33,18,1924.34
2023-01-02,Facebook Ads,Spring Sale,4585,51,136.62,4,429.17
2023-02-13,Facebook Ads,Spring Sale,31974,550,1473.91,48,2694.39
2023-09-24,LinkedIn Ads,Brand Awareness,8771,168,390.81,16,1939.5
2023-02-26,Google Ads,Spring Sale,44840,723,1708.14,21,2653.62
2023-10-09,TikTok Ads,Brand Awareness,24325,622,596.42,51,5844.16
2023-02-04,Facebook Ads,New Product Launch,32698,380,1078.31,8,1177.88
2023-12-20,Google Ads,Retargeting,13591,264,234.77,11,1055.0
2023-07-25,Facebook Ads,New Product Launch,21263,848,1400.52,36,2846.31
2023-07-26,Facebook Ads,New Product Launch,39994,553,1465.05,32,2704.63
2023-08-02,Google Ads,Spring Sale,12361,101,284.31,4,396.57
2023-11-02,Facebook Ads,New Product Launch,43236,1307,3486.96,103,14683.91
2023-11-01,TikTok Ads,Brand Awareness,5194,153,380.01,11,1323.06
2023-12-09,Facebook Ads,Retargeting,37522,1420,1125.71,114,12904.68
2023-01-16,Facebook Ads,Retargeting,23093,774,2022.92,27,2475.61
2023-02-07,TikTok Ads,Retargeting,26786,241,396.64,10,1362.73
2023-09-20,Facebook Ads,Retargeting,25869,985,2231.09,41,2513.19
2023-04-30,LinkedIn Ads,Retargeting,33160,635,1415.51,46,5981.29
2023-08-18,LinkedIn Ads,Brand Awareness,49535,697,634.24,39,5417.07
2023-05-12,Google Ads,Brand Awareness,28162,260,735.37,14,925.51
2023-03-17,LinkedIn Ads,Retargeting,40817,1321,1690.6,119,9129.09
2023-02-05,Facebook Ads,Retargeting,2671,92,262.4,2,287.14
2023-10-04,TikTok Ads,Brand Awareness,38768,757,1049.19,52,4737.66
2023-12-29,Google Ads,New Product Launch,16541,167,231.11,13,790.29
2023-02-13,TikTok Ads,Spring Sale,38898,887,834.37,24,2103.87
2023-03-04,TikTok Ads,Retargeting,7004,224,349.53,15,1205.03
2023-04-28,Google Ads,Brand Awareness,35810,1255,922.61,102,10916.65
2023-01-22,Google Ads,New Product Launch,10772,259,675.09,19,2130.76
2023-04-17,LinkedIn Ads,Spring Sale,31513,954,2388.48,30,2557.09
2023-06-25,Facebook Ads,Spring Sale,49971,728,1789.31,27,2051.73
2023-07-02,TikTok Ads,New Product Launch,31242,985,1970.27,30,3816.2
2023-01-05,TikTok Ads,Retargeting,16078,561,741.17,44,5451.7
2023-03-23,Google Ads,Retargeting,8983,97,254.92,5,452.8
2023-12-15,Google Ads,New Product Launch,28581,150,268.59,11,676.8
2023-01-29,Facebook Ads,Brand Awareness,24375,803,1573.81,52,2661.66
2023-05-09,Google Ads,Brand Awareness,2559,94,273.82,3,232.04
2023-10-04,Google Ads,Retargeting,2872,95,114.59,4,321.79
2023-08-11,Google Ads,Retargeting,12378,207,284.81,19,1870.71
2023-01-28,TikTok Ads,Retargeting,34461,819,2066.36,27,2270.78
2023-04-15,LinkedIn Ads,Retargeting,37576,403,1117.77,30,4426.87
2023-04-29,LinkedIn Ads,Retargeting,1415,43,22.91,3,240.65
2023-05-08,LinkedIn Ads,Brand Awareness,23576,252,699.6,23,1489.44
2023-04-12,Facebook Ads,New Product Launch,23516,318,435.55,10,835.46
2023-09-27,LinkedIn Ads,New Product Launch,39797,287,725.57,23,2774.43
2023-08-04,TikTok Ads,Brand Awareness,49304,1360,1512.94,79,4111.87
2023-02-02,LinkedIn Ads,Retargeting,45635,740,492.45,57,5887.62
2023-03-27,Google Ads,Retargeting,5871,169,204.1,13,855.8
2023-07-01,Google Ads,Brand Awareness,14447,166,441.43,8,1047.97
2023-08-13,Facebook Ads,New Product Launch,9762,59,126.99,1,63.36
2023-05-16,LinkedIn Ads,Brand Awareness,36519,1063,2880.55,88,8943.45
2023-10-03,LinkedIn Ads,Retargeting,14311,111,159.7,7,452.29
2023-08-10,LinkedIn Ads,Retargeting,7681,72,126.83,4,537.6
2023-08-19,TikTok Ads,Retargeting,2921,41,93.06,4,412.15
2023-12-24,Google Ads,Brand Awareness,5431,36,73.85,2,267.64
2023-10-17,TikTok Ads,New Product Launch,38285,1077,1121.27,49,3839.23
2023-03-12,TikTok Ads,Brand Awareness,8108,204,400.47,9,580.29
2023-04-04,LinkedIn Ads,New Product Launch,13925,414,829.77,29,1830.72
2023-05-31,Facebook Ads,Spring Sale,30235,891,969.4,56,2896.14
2023-01-14,Facebook Ads,Retargeting,2772,75,53.79,1,111.67
2023-07-19,Facebook Ads,Retargeting,35833,852,1357.3,24,1708.1
2023-03-15,Google Ads,Brand Awareness,26619,339,198.57,18,2162.96
2023-01-04,Google Ads,Retargeting,38630,794,1086.94,68,6146.82
2023-02-20,Google Ads,Spring Sale,15075,580,1339.48,25,2164.85
2023-10-27,Google Ads,Spring Sale,48115,1463,3488.61,102,13589.16
2023-02-03,Facebook Ads,Brand Awareness,6592,131,317.13,8,585.66
2023-01-18,TikTok Ads,Retargeting,47986,1624,2838.09,157,18877.34
2023-04-08,Google Ads,New Product Launch,7783,175,230.08,3,297.09
2023-05-14,Facebook Ads,Spring Sale,45196,414,651.01,15,1701.03
2023-07-05,Google Ads,New Product Launch,1047,34,33.95,1,87.59
2023-12-21,TikTok Ads,Brand Awareness,33820,334,880.73,29,1508.17
2023-10-18,Facebook Ads,Retargeting,27358,981,2873.54,52,3577.93
2023-10-03,TikTok Ads,Brand Awareness,22049,795,1194.98,21,1518.71
2023-07-28,Google Ads,Brand Awareness,6918,182,254.56,4,392.8
2023-09-08,TikTok Ads,Spring Sale,39114,1259,2260.09,48,5297.89
2023-03-16,Google Ads,Brand Awareness,20118,574,1391.85,21,1412.68
2023-03-07,Google Ads,New Product Launch,32464,217,280.99,5,728.9
2023-04-09,Google Ads,Spring Sale,46958,1742,1914.12,69,3653.62
2023-12-10,LinkedIn Ads,New Product Launch,36924,228,184.91,9,1195.19
2023-06-09,LinkedIn Ads,Spring Sale,47529,495,1353.03,47,3651.88
2023-06-08,Facebook Ads,Spring Sale,14317,325,472.28,26,3668.08
2023-02-01,Facebook Ads,New Product Launch,22453,793,1970.29,58,3673.77
2023-01-21,LinkedIn Ads,Spring Sale,7067,174,269.93,6,644.11
2023-08-23,Facebook Ads,New Product Launch,41520,219,574.87,8,613.0
2023-02-22,LinkedIn Ads,Brand Awareness,21413,510,985.29,22,2127.86
2023-12-02,Facebook Ads,Retargeting,45797,1409,2125.86,107,6552.47
2023-12-25,Facebook Ads,Spring Sale,20201,642,1846.2,37,5474.29
2023-11-10,Google Ads,Retargeting,16890,90,266.66,4,302.88
2023-12-04,Google Ads,New Product Launch,31179,1209,1377.92,96,12568.32
2023-05-15,Facebook Ads,New Product Launch,8907,181,194.78,6,540.35
2023-06-23,LinkedIn Ads,Brand Awareness,22907,322,683.64,26,2615.37
2023-10-20,Facebook Ads,Retargeting,49122,1913,1659.37,183,10413.53
2023-05-09,Google Ads,New Product Launch,21205,610,411.17,18,1043.8
2023-07-30,Facebook Ads,Retargeting,27959,304,678.24,19,2810.54
2023-11-28,LinkedIn Ads,Brand Awareness,14552,239,382.85,23,1672.08
2023-01-13,Google Ads,Spring Sale,23065,804,821.59,31,3614.86
2023-05-06,LinkedIn Ads,New Product Launch,18082,108,271.52,3,154.46
2023-02-26,TikTok Ads,Retargeting,13439,74,135.32,1,101.09
2023-03-02,LinkedIn Ads,Spring Sale,16497,373,606.42,19,1421.81
2023-02-15,Facebook Ads,Retargeting,25881,807,2154.77,78,4782.05
2023-12-06,TikTok Ads,Retargeting,33703,1298,1616.16,55,6984.09
2023-07-16,Google Ads,Spring Sale,37998,1393,2966.49,127,7263.48
2023-12-19,TikTok Ads,Spring Sale,49808,1321,2503.49,52,3363.15
2023-08-21,Google Ads,Spring Sale,32466,1150,2160.13,34,3637.28
2023-11-14,LinkedIn Ads,Brand Awareness,43530,1433,959.35,55,7085.42
2023-11-25,Google Ads,Retargeting,34491,1264,3549.7,33,3324.47
2023-07-29,LinkedIn Ads,New Product Launch,30928,505,960.69,26,3756.5
2023-01-28,TikTok Ads,Spring Sale,29451,583,767.9,47,2356.53
2023-01-02,TikTok Ads,Brand Awareness,49372,1965,2632.5,127,7287.14
2023-04-23,LinkedIn Ads,Spring Sale,9687,86,210.77,3,157.95
2023-09-23,LinkedIn Ads,New Product Launch,43183,316,613.02,13,1853.81
2023-02-28,Google Ads,Brand Awareness,8217,294,704.77,21,1259.76
2023-01-20,TikTok Ads,Retargeting,37856,1015,2055.68,31,1718.64
2023-05-04,Facebook Ads,Spring Sale,23474,618,958.69,29,3994.24
2023-02-19,Facebook Ads,Retargeting,38578,955,2425.01,45,4311.55
2023-09-04,LinkedIn Ads,Brand Awareness,19615,342,806.14,7,713.56
2023-06-07,LinkedIn Ads,New Product Launch,34362,1108,2781.57,52,6722.32
2023-01-27,Facebook Ads,Brand Awareness,35949,545,378.74,30,2903.63
2023-09-21,Facebook Ads,Retargeting,23346,453,776.37,42,5982.6
2023-05-13,Facebook Ads,New Product Launch,14628,305,873.69,24,1945.9
2023-11-16,TikTok Ads,New Product Launch,42401,1243,3262.93,107,8575.32
2023-11-23,TikTok Ads,Retargeting,20942,235,382.77,12,611.46
2023-09-18,Facebook Ads,New Product Launch,15533,158,130.74,8,669.04
2023-03-23,Google Ads,Retargeting,12526,364,650.58,20,2306.5
2023-03-22,TikTok Ads,New Product Launch,7406,202,405.74,13,1299.77
2023-03-28,TikTok Ads,Retargeting,11018,117,126.16,4,384.36
2023-07-04,LinkedIn Ads,Retargeting,29814,649,448.06,19,1154.19
2023-10-28,TikTok Ads,Retargeting,48837,372,901.64,23,3433.55
2024-01-01,Facebook Ads,Spring Sale,37652,824,611.59,49,7063.81
2023-07-22,TikTok Ads,Brand Awareness,44572,1753,1741.87,134,8210.76
2023-01-11,Google Ads,Spring Sale,3936,126,367.79,12,1733.95
2023-02-10,LinkedIn Ads,New Product Launch,18728,252,142.76,24,1881.9
2023-09-08,Google Ads,New Product Launch,18213,414,510.43,26,3276.14
2023-04-15,Facebook Ads,New Product Launch,9806,387,265.39,18,1367.71
2023-07-07,TikTok Ads,New Product Launch,31612,1147,1536.84,53,7927.08
2023-08-03,Google Ads,Spring Sale,17402,398,620.68,11,602.95
2023-10-25,Facebook Ads,New Product Launch,5862,93,108.26,8,1033.83
2023-07-02,Google Ads,Retargeting,5748,86,188.76,4,449.4
2023-03-12,LinkedIn Ads,Brand Awareness,10799,94,123.41,4,468.08
2023-07-27,Facebook Ads,Spring Sale,35031,1126,3055.92,74,3824.88
2023-03-18,LinkedIn Ads,Retargeting,15499,504,1506.08,28,2012.14
2023-05-14,TikTok Ads,Retargeting,43835,1129,1280.62,109,9141.66
2023-11-16,Facebook Ads,Brand Awareness,40366,1335,3872.41,79,6492.92
2023-01-30,TikTok Ads,Spring Sale,4799,140,215.42,12,844.51
2023-05-02,LinkedIn Ads,Spring Sale,21080,842,2309.27,62,8061.78
2023-04-26,LinkedIn Ads,New Product Launch,45019,358,669.3,12,1056.16
2023-06-19,Facebook Ads,Retargeting,46307,1707,3211.29,156,18330.79
2023-12-21,TikTok Ads,Spring Sale,14600,201,530.77,18,1870.53
2023-07-25,TikTok Ads,Retargeting,32279,634,680.19,38,4966.08
2023-01-28,LinkedIn Ads,Brand Awareness,4026,84,76.17,6,762.08
2023-10-22,Facebook Ads,Spring Sale,49649,1486,1807.62,81,5842.3
2023-12-05,Google Ads,Retargeting,33197,427,492.61,41,3265.29
2023-02-15,TikTok Ads,Retargeting,29158,1008,2176.18,79,10064.38
2023-02-20,Google Ads,Spring Sale,38992,785,2132.22,61,5998.95
2023-03-28,Google Ads,Brand Awareness,10367,138,114.22,8,1106.88
2023-04-04,LinkedIn Ads,Spring Sale,28557,187,121.77,17,2029.46
2023-02-01,Google Ads,Brand Awareness,9531,58,160.61,3,258.58
2023-11-27,Facebook Ads,Spring Sale,9813,67,135.35,4,433.92
2023-03-06,TikTok Ads,Retargeting,35854,1111,1674.92,64,4193.69
2023-02-11,LinkedIn Ads,Retargeting,38350,1375,3632.27,49,6610.88
2023-09-25,Google Ads,Retargeting,35364,522,1437.53,20,2186.58
2023-08-17,Facebook Ads,Brand Awareness,45207,982,2125.09,58,6639.45
2023-02-03,LinkedIn Ads,Brand Awareness,27767,565,1068.6,29,2538.58
2023-06-27,LinkedIn Ads,Brand Awareness,18152,139,325.22,8,978.95
2023-10-18,Google Ads,Brand Awareness,33300,1062,2902.36,23,2797.19
2023-09-25,Facebook Ads,New Product Launch,10666,123,151.65,5,298.3
2023-03-25,Facebook Ads,Brand Awareness,11929,111,309.14,8,897.37
2023-10-24,Google Ads,Spring Sale,24849,705,1293.06,27,1463.89
2023-11-14,TikTok Ads,Spring Sale,23155,222,150.4,20,1624.11
2023-09-23,Google Ads,Retargeting,32830,207,163.58,14,2044.96
2023-04-02,Google Ads,Spring Sale,19849,283,591.41,13,854.41
2023-02-28,TikTok Ads,Brand Awareness,11953,261,183.05,21,2208.72
2023-10-09,Facebook Ads,New Product Launch,34652,274,335.84,8,444.12
2023-03-21,Google Ads,Spring Sale,45777,497,533.35,43,5092.56
2023-03-04,Google Ads,Brand Awareness,14792,267,397.28,7,907.98
2023-12-11,Facebook Ads,Spring Sale,8174,177,362.95,8,712.62
2023-04-13,LinkedIn Ads,Spring Sale,24806,239,696.44,19,1093.13
2023-11-09,Google Ads,New Product Launch,33679,1320,2649.16,131,15882.19
2023-05-26,TikTok Ads,Retargeting,30290,854,1629.2,83,7229.53
2023-02-26,Google Ads,Spring Sale,16676,154,338.72,4,522.49
2023-01-30,Facebook Ads,Brand Awareness,22085,403,568.63,21,1814.13
2023-12-21,LinkedIn Ads,Brand Awareness,2115,61,96.85,1,136.19
2023-11-08,LinkedIn Ads,Spring Sale,37323,233,332.21,17,1335.77
2023-01-24,Google Ads,New Product Launch,17049,266,401.31,10,1494.05
2023-10-23,LinkedIn Ads,New Product Launch,3376,109,190.62,6,322.03
2023-12-30,Google Ads,New Product Launch,8914,337,453.1,16,1684.2
2023-05-28,Google Ads,Brand Awareness,12981,130,261.89,3,419.56
2023-11-09,Google Ads,New Product Launch,31484,206,550.55,8,536.16
2023-03-21,Facebook Ads,New Product Launch,41494,1150,3148.46,114,6797.28
2023-10-19,TikTok Ads,Spring Sale,17164,506,1379.37,32,3388.33
2023-10-15,LinkedIn Ads,Spring Sale,48982,1316,3689.98,37,2869.4
2023-04-02,Google Ads,Retargeting,21431,272,266.97,21,1871.58
2023-05-13,Facebook Ads,Spring Sale,5140,187,455.85,11,1603.84
2023-12-04,LinkedIn Ads,New Product Launch,5550,184,287.22,6,488.56
2023-03-25,TikTok Ads,New Product Launch,25849,282,365.19,25,3178.32
2023-04-17,Facebook Ads,Spring Sale,22614,680,1364.4,17,1895.86
2023-01-13,Facebook Ads,Spring Sale,10762,336,750.96,20,2396.22
2023-08-27,LinkedIn Ads,Brand Awareness,34287,1060,3122.84,34,3094.39
2023-09-14,TikTok Ads,Brand Awareness,36390,1434,3625.6,109,10619.48
2023-11-18,TikTok Ads,Brand Awareness,20751,558,605.52,14,1769.3
2023-11-02,TikTok Ads,Retargeting,25776,697,2050.64,46,6444.48
2023-02-09,LinkedIn Ads,Brand Awareness,13757,492,1253.79,46,6879.88
2023-08-25,Google Ads,Brand Awareness,34372,656,1768.08,34,4167.65
